GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
lab01-recordando-poo-villavicencio-utec,is.lab01,Labo1,46,13,0,0,11,5,2,1,2,1
lab01-recordando-poo-villavicencio-utec,is.lab01,Vehiculo,13,31,1,1,2,9,1,2,0,2
lab01-recordando-poo-villavicencio-utec,is.lab01,Camion,24,38,2,2,5,8,2,3,1,2
lab01-recordando-poo-villavicencio-utec,is.lab01,Automovil,0,29,0,2,0,7,0,3,0,2
